Timestamp,Source IP,Message,Label
43:49.1,192.168.1.222,High CPU usage,0
24:49.1,192.168.1.225,Normal operation,0
16:49.1,192.168.1.232,High CPU usage,0
38:49.1,192.168.1.230,DDoS detected,1
54:49.1,192.168.1.168,High CPU usage,0
03:49.1,192.168.1.124,High CPU usage,0
40:49.1,192.168.1.185,DDoS detected,1
46:49.1,192.168.1.130,DDoS detected,1
08:49.1,192.168.1.248,DDoS detected,1
36:49.1,192.168.1.48,Failed login attempt,0
30:49.1,192.168.1.138,Connection timeout,0
06:49.1,192.168.1.180,Normal operation,0
05:49.1,192.168.1.239,Connection timeout,0
01:49.1,192.168.1.100,DDoS detected,1
38:49.1,192.168.1.239,Normal operation,0
05:49.1,192.168.1.205,DDoS detected,1
41:49.1,192.168.1.250,Normal operation,0
32:49.1,192.168.1.43,Normal operation,0
52:49.1,192.168.1.28,Normal operation,0
18:49.1,192.168.1.173,Normal operation,0
12:49.1,192.168.1.219,Connection timeout,0
34:49.1,192.168.1.159,DDoS detected,1
55:49.1,192.168.1.161,Connection timeout,0
37:49.1,192.168.1.36,Normal operation,0
32:49.1,192.168.1.227,Normal operation,0
34:49.1,192.168.1.6,Failed login attempt,0
21:49.1,192.168.1.214,Normal operation,0
02:49.1,192.168.1.109,Connection timeout,0
05:49.1,192.168.1.156,Failed login attempt,0
29:49.1,192.168.1.135,DDoS detected,1
13:49.1,192.168.1.53,DDoS detected,1
51:49.1,192.168.1.130,DDoS detected,1
22:49.1,192.168.1.208,DDoS detected,1
45:49.1,192.168.1.101,Failed login attempt,0
09:49.1,192.168.1.29,DDoS detected,1
15:49.1,192.168.1.217,Connection timeout,0
32:49.1,192.168.1.171,DDoS detected,1
23:49.1,192.168.1.138,DDoS detected,1
41:49.1,192.168.1.34,Normal operation,0
38:49.1,192.168.1.216,Failed login attempt,0
14:49.1,192.168.1.246,Normal operation,0
33:49.1,192.168.1.255,DDoS detected,1
32:49.1,192.168.1.110,Connection timeout,0
19:49.1,192.168.1.158,High CPU usage,0
23:49.1,192.168.1.219,Normal operation,0
23:49.1,192.168.1.49,DDoS detected,1
34:49.1,192.168.1.189,High CPU usage,0
15:49.1,192.168.1.106,Failed login attempt,0
11:49.1,192.168.1.135,Connection timeout,0
53:49.1,192.168.1.232,High CPU usage,0
40:49.1,192.168.1.176,Connection timeout,0
45:49.1,192.168.1.218,Normal operation,0
18:49.1,192.168.1.246,Connection timeout,0
38:49.1,192.168.1.143,Failed login attempt,0
05:49.1,192.168.1.153,Normal operation,0
57:49.1,192.168.1.142,High CPU usage,0
17:49.1,192.168.1.195,DDoS detected,1
40:49.1,192.168.1.26,Failed login attempt,0
09:49.1,192.168.1.80,Normal operation,0
53:49.1,192.168.1.187,Failed login attempt,0
35:49.1,192.168.1.206,Normal operation,0
58:49.1,192.168.1.62,High CPU usage,0
38:49.1,192.168.1.199,High CPU usage,0
05:49.1,192.168.1.237,High CPU usage,0
20:49.1,192.168.1.96,Failed login attempt,0
23:49.1,192.168.1.201,Normal operation,0
19:49.1,192.168.1.138,High CPU usage,0
09:49.1,192.168.1.206,Failed login attempt,0
23:49.1,192.168.1.248,Connection timeout,0
45:49.1,192.168.1.139,Connection timeout,0
48:49.1,192.168.1.145,High CPU usage,0
37:49.1,192.168.1.29,DDoS detected,1
28:49.1,192.168.1.56,High CPU usage,0
27:49.1,192.168.1.79,Connection timeout,0
08:49.1,192.168.1.55,High CPU usage,0
55:49.1,192.168.1.32,Normal operation,0
20:49.1,192.168.1.143,High CPU usage,0
44:49.1,192.168.1.91,Normal operation,0
25:49.1,192.168.1.139,Failed login attempt,0
26:49.1,192.168.1.29,High CPU usage,0
21:49.1,192.168.1.20,High CPU usage,0
24:49.1,192.168.1.98,Failed login attempt,0
58:49.1,192.168.1.30,Connection timeout,0
26:49.1,192.168.1.188,Failed login attempt,0
47:49.1,192.168.1.185,Normal operation,0
36:49.1,192.168.1.238,Failed login attempt,0
48:49.1,192.168.1.187,Failed login attempt,0
42:49.1,192.168.1.18,Failed login attempt,0
18:49.1,192.168.1.249,DDoS detected,1
12:49.1,192.168.1.42,High CPU usage,0
33:49.1,192.168.1.159,Normal operation,0
07:49.1,192.168.1.146,Failed login attempt,0
50:49.1,192.168.1.96,High CPU usage,0
14:49.1,192.168.1.71,High CPU usage,0
35:49.1,192.168.1.202,High CPU usage,0
34:49.1,192.168.1.96,Normal operation,0
53:49.1,192.168.1.98,Normal operation,0
45:49.1,192.168.1.13,Failed login attempt,0
21:49.1,192.168.1.160,Connection timeout,0
11:49.1,192.168.1.93,Normal operation,0
11:49.1,192.168.1.164,DDoS detected,1
46:49.1,192.168.1.181,Connection timeout,0
22:49.1,192.168.1.207,High CPU usage,0
02:49.1,192.168.1.44,Connection timeout,0
13:49.1,192.168.1.185,DDoS detected,1
57:49.1,192.168.1.40,Normal operation,0
02:49.1,192.168.1.159,Normal operation,0
36:49.1,192.168.1.176,Failed login attempt,0
39:49.1,192.168.1.201,Connection timeout,0
18:49.1,192.168.1.132,Normal operation,0
01:49.1,192.168.1.191,DDoS detected,1
27:49.1,192.168.1.53,Connection timeout,0
03:49.1,192.168.1.185,Failed login attempt,0
19:49.1,192.168.1.16,Failed login attempt,0
27:49.1,192.168.1.89,Connection timeout,0
25:49.1,192.168.1.142,High CPU usage,0
04:49.1,192.168.1.215,Connection timeout,0
02:49.1,192.168.1.37,Connection timeout,0
56:49.1,192.168.1.172,DDoS detected,1
12:49.1,192.168.1.85,Failed login attempt,0
40:49.1,192.168.1.253,Normal operation,0
32:49.1,192.168.1.66,Failed login attempt,0
39:49.1,192.168.1.171,DDoS detected,1
29:49.1,192.168.1.175,DDoS detected,1
47:49.1,192.168.1.105,Failed login attempt,0
12:49.1,192.168.1.160,High CPU usage,0
25:49.1,192.168.1.62,Normal operation,0
56:49.1,192.168.1.18,Normal operation,0
50:49.1,192.168.1.207,Normal operation,0
43:49.1,192.168.1.92,High CPU usage,0
52:49.1,192.168.1.136,High CPU usage,0
41:49.1,192.168.1.104,Failed login attempt,0
11:49.1,192.168.1.233,High CPU usage,0
12:49.1,192.168.1.250,DDoS detected,1
20:49.1,192.168.1.245,Normal operation,0
50:49.1,192.168.1.155,Normal operation,0
31:49.1,192.168.1.169,DDoS detected,1
00:49.1,192.168.1.121,Failed login attempt,0
31:49.1,192.168.1.198,DDoS detected,1
24:49.1,192.168.1.184,Failed login attempt,0
38:49.1,192.168.1.58,Normal operation,0
35:49.1,192.168.1.231,Failed login attempt,0
38:49.1,192.168.1.222,DDoS detected,1
14:49.1,192.168.1.50,Normal operation,0
02:49.1,192.168.1.208,High CPU usage,0
13:49.1,192.168.1.16,Failed login attempt,0
22:49.1,192.168.1.154,High CPU usage,0
05:49.1,192.168.1.194,Failed login attempt,0
04:49.1,192.168.1.178,Failed login attempt,0
01:49.1,192.168.1.104,High CPU usage,0
52:49.1,192.168.1.21,High CPU usage,0
35:49.1,192.168.1.47,High CPU usage,0
48:49.1,192.168.1.244,Failed login attempt,0
51:49.1,192.168.1.137,Failed login attempt,0
20:49.1,192.168.1.242,High CPU usage,0
02:49.1,192.168.1.18,Failed login attempt,0
46:49.1,192.168.1.83,High CPU usage,0
40:49.1,192.168.1.189,Connection timeout,0
38:49.1,192.168.1.16,DDoS detected,1
36:49.1,192.168.1.120,Failed login attempt,0
46:49.1,192.168.1.152,Connection timeout,0
18:49.1,192.168.1.55,Connection timeout,0
23:49.1,192.168.1.92,Normal operation,0
17:49.1,192.168.1.63,Connection timeout,0
24:49.1,192.168.1.222,Connection timeout,0
17:49.1,192.168.1.58,Normal operation,0
13:49.1,192.168.1.85,Connection timeout,0
29:49.1,192.168.1.48,High CPU usage,0
23:49.1,192.168.1.178,DDoS detected,1
32:49.1,192.168.1.95,Connection timeout,0
11:49.1,192.168.1.119,Normal operation,0
01:49.1,192.168.1.33,Connection timeout,0
42:49.1,192.168.1.245,Failed login attempt,0
23:49.1,192.168.1.229,Normal operation,0
05:49.1,192.168.1.30,DDoS detected,1
43:49.1,192.168.1.123,Connection timeout,0
41:49.1,192.168.1.78,Failed login attempt,0
45:49.1,192.168.1.151,High CPU usage,0
02:49.1,192.168.1.132,High CPU usage,0
33:49.1,192.168.1.75,Failed login attempt,0
12:49.1,192.168.1.248,Connection timeout,0
41:49.1,192.168.1.63,Normal operation,0
23:49.1,192.168.1.35,Connection timeout,0
46:49.1,192.168.1.225,Failed login attempt,0
16:49.1,192.168.1.50,DDoS detected,1
48:49.1,192.168.1.68,High CPU usage,0
58:49.1,192.168.1.35,Normal operation,0
31:49.1,192.168.1.241,Normal operation,0
18:49.1,192.168.1.141,Connection timeout,0
34:49.1,192.168.1.117,Normal operation,0
45:49.1,192.168.1.186,High CPU usage,0
37:49.1,192.168.1.129,Connection timeout,0
05:49.1,192.168.1.149,Normal operation,0
31:49.1,192.168.1.184,DDoS detected,1
30:49.1,192.168.1.189,Normal operation,0
41:49.1,192.168.1.163,Failed login attempt,0
54:49.1,192.168.1.51,High CPU usage,0
35:49.1,192.168.1.133,Connection timeout,0
38:49.1,192.168.1.19,DDoS detected,1
00:49.1,192.168.1.19,Failed login attempt,0
41:49.1,192.168.1.28,High CPU usage,0
38:49.1,192.168.1.109,Failed login attempt,0
21:49.1,192.168.1.152,Failed login attempt,0
52:49.1,192.168.1.30,Normal operation,0
56:49.1,192.168.1.193,Normal operation,0
39:49.1,192.168.1.234,High CPU usage,0
11:49.1,192.168.1.40,Failed login attempt,0
03:49.1,192.168.1.194,Failed login attempt,0
32:49.1,192.168.1.53,Connection timeout,0
59:49.1,192.168.1.87,DDoS detected,1
13:49.1,192.168.1.126,Failed login attempt,0
00:49.1,192.168.1.107,Normal operation,0
29:49.1,192.168.1.122,High CPU usage,0
27:49.1,192.168.1.39,High CPU usage,0
24:49.1,192.168.1.198,DDoS detected,1
38:49.1,192.168.1.80,Connection timeout,0
42:49.1,192.168.1.104,Normal operation,0
15:49.1,192.168.1.39,Failed login attempt,0
37:49.1,192.168.1.216,Connection timeout,0
24:49.1,192.168.1.222,Failed login attempt,0
53:49.1,192.168.1.103,Normal operation,0
50:49.1,192.168.1.4,Connection timeout,0
09:49.1,192.168.1.133,High CPU usage,0
27:49.1,192.168.1.93,Normal operation,0
18:49.1,192.168.1.121,Normal operation,0
12:49.1,192.168.1.183,Normal operation,0
13:49.1,192.168.1.112,DDoS detected,1
42:49.1,192.168.1.255,Failed login attempt,0
09:49.1,192.168.1.101,High CPU usage,0
06:49.1,192.168.1.162,Failed login attempt,0
40:49.1,192.168.1.240,DDoS detected,1
51:49.1,192.168.1.159,High CPU usage,0
08:49.1,192.168.1.221,Failed login attempt,0
01:49.1,192.168.1.250,Failed login attempt,0
16:49.1,192.168.1.127,Normal operation,0
37:49.1,192.168.1.23,DDoS detected,1
07:49.1,192.168.1.13,Connection timeout,0
11:49.1,192.168.1.249,Normal operation,0
21:49.1,192.168.1.104,Normal operation,0
38:49.1,192.168.1.149,Connection timeout,0
29:49.1,192.168.1.2,Connection timeout,0
37:49.1,192.168.1.165,Normal operation,0
18:49.1,192.168.1.106,Failed login attempt,0
43:49.1,192.168.1.159,Connection timeout,0
46:49.1,192.168.1.35,Normal operation,0
47:49.1,192.168.1.58,DDoS detected,1
34:49.1,192.168.1.104,Connection timeout,0
59:49.1,192.168.1.148,High CPU usage,0
59:49.1,192.168.1.244,DDoS detected,1
40:49.1,192.168.1.134,Connection timeout,0
46:49.1,192.168.1.35,Connection timeout,0
59:49.1,192.168.1.92,Failed login attempt,0
46:49.1,192.168.1.177,DDoS detected,1
27:49.1,192.168.1.188,Connection timeout,0
19:49.1,192.168.1.132,Normal operation,0
10:49.1,192.168.1.138,Failed login attempt,0
02:49.1,192.168.1.231,Connection timeout,0
09:49.1,192.168.1.227,Failed login attempt,0
07:49.1,192.168.1.59,High CPU usage,0
21:49.1,192.168.1.62,DDoS detected,1
27:49.1,192.168.1.110,Normal operation,0
56:49.1,192.168.1.75,Failed login attempt,0
05:49.1,192.168.1.32,DDoS detected,1
08:49.1,192.168.1.98,DDoS detected,1
22:49.1,192.168.1.1,High CPU usage,0
37:49.1,192.168.1.220,High CPU usage,0
28:49.1,192.168.1.119,DDoS detected,1
10:49.1,192.168.1.249,Failed login attempt,0
15:49.1,192.168.1.171,DDoS detected,1
12:49.1,192.168.1.131,High CPU usage,0
42:49.1,192.168.1.177,Normal operation,0
09:49.1,192.168.1.11,DDoS detected,1
47:49.1,192.168.1.202,Failed login attempt,0
34:49.1,192.168.1.134,Connection timeout,0
30:49.1,192.168.1.206,Failed login attempt,0
37:49.1,192.168.1.200,High CPU usage,0
45:49.1,192.168.1.197,Connection timeout,0
29:49.1,192.168.1.80,Connection timeout,0
17:49.1,192.168.1.203,High CPU usage,0
55:49.1,192.168.1.90,Normal operation,0
39:49.1,192.168.1.175,DDoS detected,1
45:49.1,192.168.1.5,Normal operation,0
35:49.1,192.168.1.54,Normal operation,0
16:49.1,192.168.1.145,Normal operation,0
57:49.1,192.168.1.191,High CPU usage,0
14:49.1,192.168.1.11,DDoS detected,1
51:49.1,192.168.1.80,Failed login attempt,0
12:49.1,192.168.1.33,Normal operation,0
48:49.1,192.168.1.28,Connection timeout,0
46:49.1,192.168.1.71,DDoS detected,1
16:49.1,192.168.1.67,DDoS detected,1
32:49.1,192.168.1.32,High CPU usage,0
12:49.1,192.168.1.214,High CPU usage,0
11:49.1,192.168.1.183,DDoS detected,1
48:49.1,192.168.1.65,DDoS detected,1
26:49.1,192.168.1.145,Normal operation,0
26:49.1,192.168.1.134,DDoS detected,1
22:49.1,192.168.1.20,Connection timeout,0
15:49.1,192.168.1.28,Connection timeout,0
19:49.1,192.168.1.108,Connection timeout,0
13:49.1,192.168.1.34,Connection timeout,0
28:49.1,192.168.1.216,Connection timeout,0
52:49.1,192.168.1.206,Connection timeout,0
56:49.1,192.168.1.200,Failed login attempt,0
23:49.1,192.168.1.63,DDoS detected,1
17:49.1,192.168.1.182,DDoS detected,1
43:49.1,192.168.1.106,DDoS detected,1
06:49.1,192.168.1.13,High CPU usage,0
09:49.1,192.168.1.150,High CPU usage,0
49:49.1,192.168.1.118,Failed login attempt,0
11:49.1,192.168.1.57,Failed login attempt,0
31:49.1,192.168.1.114,DDoS detected,1
59:49.1,192.168.1.41,High CPU usage,0
27:49.1,192.168.1.221,DDoS detected,1
08:49.1,192.168.1.235,Normal operation,0
29:49.1,192.168.1.239,Normal operation,0
32:49.1,192.168.1.61,High CPU usage,0
51:49.1,192.168.1.244,Connection timeout,0
23:49.1,192.168.1.35,High CPU usage,0
38:49.1,192.168.1.197,Normal operation,0
31:49.1,192.168.1.109,High CPU usage,0
39:49.1,192.168.1.50,DDoS detected,1
40:49.1,192.168.1.9,Normal operation,0
52:49.1,192.168.1.8,High CPU usage,0
17:49.1,192.168.1.167,Normal operation,0
27:49.1,192.168.1.81,Failed login attempt,0
20:49.1,192.168.1.116,High CPU usage,0
01:49.1,192.168.1.192,High CPU usage,0
15:49.1,192.168.1.195,Connection timeout,0
46:49.1,192.168.1.119,Connection timeout,0
13:49.1,192.168.1.47,High CPU usage,0
51:49.1,192.168.1.3,DDoS detected,1
33:49.1,192.168.1.161,Failed login attempt,0
44:49.1,192.168.1.134,Connection timeout,0
39:49.1,192.168.1.35,Failed login attempt,0
04:49.1,192.168.1.21,DDoS detected,1
50:49.1,192.168.1.31,DDoS detected,1
56:49.1,192.168.1.33,Normal operation,0
24:49.1,192.168.1.153,Connection timeout,0
21:49.1,192.168.1.136,Failed login attempt,0
38:49.1,192.168.1.112,Connection timeout,0
03:49.1,192.168.1.210,DDoS detected,1
13:49.1,192.168.1.13,Failed login attempt,0
11:49.1,192.168.1.26,Normal operation,0
07:49.1,192.168.1.42,Failed login attempt,0
45:49.1,192.168.1.202,Failed login attempt,0
04:49.1,192.168.1.12,High CPU usage,0
01:49.1,192.168.1.119,Failed login attempt,0
26:49.1,192.168.1.243,Normal operation,0
14:49.1,192.168.1.135,High CPU usage,0
06:49.1,192.168.1.106,Failed login attempt,0
12:49.1,192.168.1.9,Failed login attempt,0
52:49.1,192.168.1.198,Failed login attempt,0
42:49.1,192.168.1.230,Failed login attempt,0
32:49.1,192.168.1.65,Connection timeout,0
24:49.1,192.168.1.65,High CPU usage,0
21:49.1,192.168.1.255,Failed login attempt,0
30:49.1,192.168.1.190,High CPU usage,0
57:49.1,192.168.1.147,High CPU usage,0
33:49.1,192.168.1.117,Failed login attempt,0
17:49.1,192.168.1.82,Failed login attempt,0
02:49.1,192.168.1.112,Failed login attempt,0
54:49.1,192.168.1.79,High CPU usage,0
50:49.1,192.168.1.203,DDoS detected,1
33:49.1,192.168.1.19,Failed login attempt,0
52:49.1,192.168.1.53,DDoS detected,1
20:49.1,192.168.1.145,High CPU usage,0
31:49.1,192.168.1.102,Connection timeout,0
53:49.1,192.168.1.6,Normal operation,0
37:49.1,192.168.1.25,Normal operation,0
38:49.1,192.168.1.196,Failed login attempt,0
06:49.1,192.168.1.229,Failed login attempt,0
04:49.1,192.168.1.105,Connection timeout,0
02:49.1,192.168.1.108,DDoS detected,1
34:49.1,192.168.1.198,Normal operation,0
25:49.1,192.168.1.172,Normal operation,0
03:49.1,192.168.1.250,Failed login attempt,0
31:49.1,192.168.1.229,Failed login attempt,0
33:49.1,192.168.1.159,High CPU usage,0
26:49.1,192.168.1.88,Normal operation,0
08:49.1,192.168.1.191,Connection timeout,0
14:49.1,192.168.1.65,Failed login attempt,0
50:49.1,192.168.1.191,DDoS detected,1
22:49.1,192.168.1.118,Connection timeout,0
31:49.1,192.168.1.125,Failed login attempt,0
19:49.1,192.168.1.50,Normal operation,0
05:49.1,192.168.1.110,High CPU usage,0
07:49.1,192.168.1.45,Connection timeout,0
36:49.1,192.168.1.148,Connection timeout,0
40:49.1,192.168.1.14,Failed login attempt,0
50:49.1,192.168.1.154,Normal operation,0
00:49.1,192.168.1.114,Failed login attempt,0
40:49.1,192.168.1.183,Connection timeout,0
00:49.1,192.168.1.139,Failed login attempt,0
15:49.1,192.168.1.86,Failed login attempt,0
13:49.1,192.168.1.100,High CPU usage,0
23:49.1,192.168.1.118,High CPU usage,0
29:49.1,192.168.1.222,Failed login attempt,0
50:49.1,192.168.1.174,Normal operation,0
26:49.1,192.168.1.90,High CPU usage,0
23:49.1,192.168.1.86,Connection timeout,0
42:49.1,192.168.1.216,High CPU usage,0
59:49.1,192.168.1.118,DDoS detected,1
59:49.1,192.168.1.126,DDoS detected,1
56:49.1,192.168.1.201,DDoS detected,1
15:49.1,192.168.1.116,High CPU usage,0
49:49.1,192.168.1.100,DDoS detected,1
25:49.1,192.168.1.127,Failed login attempt,0
12:49.1,192.168.1.220,Normal operation,0
53:49.1,192.168.1.100,Failed login attempt,0
55:49.1,192.168.1.108,Connection timeout,0
57:49.1,192.168.1.131,Normal operation,0
44:49.1,192.168.1.28,Connection timeout,0
56:49.1,192.168.1.118,High CPU usage,0
54:49.1,192.168.1.57,Normal operation,0
39:49.1,192.168.1.204,Connection timeout,0
04:49.1,192.168.1.203,High CPU usage,0
26:49.1,192.168.1.31,Connection timeout,0
43:49.1,192.168.1.149,Normal operation,0
28:49.1,192.168.1.161,Connection timeout,0
02:49.1,192.168.1.191,Failed login attempt,0
32:49.1,192.168.1.205,Connection timeout,0
04:49.1,192.168.1.41,Normal operation,0
54:49.1,192.168.1.142,DDoS detected,1
37:49.1,192.168.1.88,Connection timeout,0
31:49.1,192.168.1.13,DDoS detected,1
18:49.1,192.168.1.218,High CPU usage,0
14:49.1,192.168.1.54,High CPU usage,0
43:49.1,192.168.1.140,High CPU usage,0
34:49.1,192.168.1.202,Failed login attempt,0
23:49.1,192.168.1.148,Connection timeout,0
06:49.1,192.168.1.16,Normal operation,0
22:49.1,192.168.1.50,Connection timeout,0
33:49.1,192.168.1.53,Normal operation,0
55:49.1,192.168.1.196,High CPU usage,0
33:49.1,192.168.1.24,Failed login attempt,0
24:49.1,192.168.1.218,DDoS detected,1
31:49.1,192.168.1.223,High CPU usage,0
01:49.1,192.168.1.152,Connection timeout,0
14:49.1,192.168.1.58,Connection timeout,0
54:49.1,192.168.1.44,Connection timeout,0
31:49.1,192.168.1.30,High CPU usage,0
38:49.1,192.168.1.177,High CPU usage,0
43:49.1,192.168.1.60,Normal operation,0
24:49.1,192.168.1.236,High CPU usage,0
40:49.1,192.168.1.157,High CPU usage,0
03:49.1,192.168.1.210,High CPU usage,0
32:49.1,192.168.1.20,Connection timeout,0
14:49.1,192.168.1.227,DDoS detected,1
11:49.1,192.168.1.90,Normal operation,0
48:49.1,192.168.1.179,Connection timeout,0
17:49.1,192.168.1.221,Failed login attempt,0
10:49.1,192.168.1.27,High CPU usage,0
15:49.1,192.168.1.220,DDoS detected,1
24:49.1,192.168.1.152,Normal operation,0
04:49.1,192.168.1.166,Failed login attempt,0
39:49.1,192.168.1.22,DDoS detected,1
17:49.1,192.168.1.112,Connection timeout,0
22:49.1,192.168.1.164,High CPU usage,0
21:49.1,192.168.1.102,Failed login attempt,0
47:49.1,192.168.1.99,Failed login attempt,0
45:49.1,192.168.1.109,Connection timeout,0
57:49.1,192.168.1.253,DDoS detected,1
39:49.1,192.168.1.178,High CPU usage,0
00:49.1,192.168.1.99,DDoS detected,1
00:49.1,192.168.1.112,Normal operation,0
44:49.1,192.168.1.146,Connection timeout,0
38:49.1,192.168.1.225,Connection timeout,0
11:49.1,192.168.1.250,Normal operation,0
00:49.1,192.168.1.138,Normal operation,0
05:49.1,192.168.1.43,Connection timeout,0
24:49.1,192.168.1.205,DDoS detected,1
09:49.1,192.168.1.114,Normal operation,0
53:49.1,192.168.1.62,Failed login attempt,0
39:49.1,192.168.1.231,High CPU usage,0
42:49.1,192.168.1.22,Connection timeout,0
40:49.1,192.168.1.57,High CPU usage,0
11:49.1,192.168.1.167,Connection timeout,0
43:49.1,192.168.1.189,Failed login attempt,0
05:49.1,192.168.1.124,Failed login attempt,0
53:49.1,192.168.1.27,Normal operation,0
17:49.1,192.168.1.243,High CPU usage,0
44:49.1,192.168.1.171,High CPU usage,0
11:49.1,192.168.1.207,High CPU usage,0
43:49.1,192.168.1.226,Connection timeout,0
44:49.1,192.168.1.230,Normal operation,0
14:49.1,192.168.1.161,DDoS detected,1
31:49.1,192.168.1.216,Normal operation,0
26:49.1,192.168.1.22,Normal operation,0
49:49.1,192.168.1.146,Connection timeout,0
57:49.1,192.168.1.5,Failed login attempt,0
01:49.1,192.168.1.37,DDoS detected,1
18:49.1,192.168.1.236,Normal operation,0
25:49.1,192.168.1.97,DDoS detected,1
16:49.1,192.168.1.101,Normal operation,0
29:49.1,192.168.1.230,Failed login attempt,0
57:49.1,192.168.1.101,DDoS detected,1
45:49.1,192.168.1.16,Normal operation,0
25:49.1,192.168.1.237,Normal operation,0
12:49.1,192.168.1.246,High CPU usage,0
06:49.1,192.168.1.3,Failed login attempt,0
51:49.1,192.168.1.147,Connection timeout,0
43:49.1,192.168.1.147,DDoS detected,1
06:49.1,192.168.1.241,DDoS detected,1
45:49.1,192.168.1.134,Failed login attempt,0
01:49.1,192.168.1.19,High CPU usage,0
20:49.1,192.168.1.84,DDoS detected,1
40:49.1,192.168.1.58,Normal operation,0
26:49.1,192.168.1.27,Connection timeout,0
46:49.1,192.168.1.106,Failed login attempt,0
27:49.1,192.168.1.7,High CPU usage,0
49:49.1,192.168.1.187,Failed login attempt,0
52:49.1,192.168.1.250,High CPU usage,0
45:49.1,192.168.1.209,High CPU usage,0
31:49.1,192.168.1.179,DDoS detected,1
52:49.1,192.168.1.30,Failed login attempt,0
47:49.1,192.168.1.103,Failed login attempt,0
03:49.1,192.168.1.229,Normal operation,0
40:49.1,192.168.1.65,High CPU usage,0
52:49.1,192.168.1.30,Normal operation,0
35:49.1,192.168.1.131,DDoS detected,1
00:49.1,192.168.1.163,Failed login attempt,0
27:49.1,192.168.1.171,Failed login attempt,0
26:49.1,192.168.1.74,DDoS detected,1
07:49.1,192.168.1.3,Connection timeout,0
43:49.1,192.168.1.219,Normal operation,0
15:49.1,192.168.1.228,DDoS detected,1
27:49.1,192.168.1.178,High CPU usage,0
16:49.1,192.168.1.141,Normal operation,0
50:49.1,192.168.1.113,High CPU usage,0
21:49.1,192.168.1.28,Normal operation,0
05:49.1,192.168.1.86,Connection timeout,0
55:49.1,192.168.1.117,Connection timeout,0
30:49.1,192.168.1.34,Normal operation,0
28:49.1,192.168.1.55,Failed login attempt,0
04:49.1,192.168.1.47,High CPU usage,0
53:49.1,192.168.1.65,Failed login attempt,0
45:49.1,192.168.1.159,High CPU usage,0
52:49.1,192.168.1.112,High CPU usage,0
52:49.1,192.168.1.69,Normal operation,0
24:49.1,192.168.1.1,DDoS detected,1
17:49.1,192.168.1.103,Normal operation,0
29:49.1,192.168.1.153,DDoS detected,1
47:49.1,192.168.1.149,Connection timeout,0
33:49.1,192.168.1.195,Normal operation,0
39:49.1,192.168.1.130,Normal operation,0
01:49.1,192.168.1.57,Connection timeout,0
26:49.1,192.168.1.166,Normal operation,0
01:49.1,192.168.1.221,Failed login attempt,0
06:49.1,192.168.1.179,Failed login attempt,0
01:49.1,192.168.1.103,Connection timeout,0
42:49.1,192.168.1.44,Connection timeout,0
15:49.1,192.168.1.75,DDoS detected,1
05:49.1,192.168.1.59,Failed login attempt,0
19:49.1,192.168.1.36,Failed login attempt,0
44:49.1,192.168.1.108,High CPU usage,0
46:49.1,192.168.1.144,Connection timeout,0
45:49.1,192.168.1.127,Connection timeout,0
37:49.1,192.168.1.33,High CPU usage,0
57:49.1,192.168.1.69,Failed login attempt,0
11:49.1,192.168.1.242,Failed login attempt,0
03:49.1,192.168.1.207,Normal operation,0
55:49.1,192.168.1.249,Connection timeout,0
33:49.1,192.168.1.168,Connection timeout,0
05:49.1,192.168.1.100,Connection timeout,0
59:49.1,192.168.1.164,DDoS detected,1
05:49.1,192.168.1.162,Normal operation,0
09:49.1,192.168.1.120,Normal operation,0
36:49.1,192.168.1.156,Normal operation,0
42:49.1,192.168.1.14,High CPU usage,0
40:49.1,192.168.1.130,Connection timeout,0
32:49.1,192.168.1.16,Failed login attempt,0
51:49.1,192.168.1.140,Connection timeout,0
06:49.1,192.168.1.69,Connection timeout,0
58:49.1,192.168.1.93,High CPU usage,0
16:49.1,192.168.1.14,Normal operation,0
01:49.1,192.168.1.246,Connection timeout,0
17:49.1,192.168.1.32,Normal operation,0
14:49.1,192.168.1.45,DDoS detected,1
31:49.1,192.168.1.74,Normal operation,0
21:49.1,192.168.1.137,Connection timeout,0
17:49.1,192.168.1.218,Connection timeout,0
48:49.1,192.168.1.35,Connection timeout,0
53:49.1,192.168.1.114,High CPU usage,0
12:49.1,192.168.1.172,High CPU usage,0
37:49.1,192.168.1.9,High CPU usage,0
12:49.1,192.168.1.29,Normal operation,0
11:49.1,192.168.1.66,High CPU usage,0
54:49.1,192.168.1.227,DDoS detected,1
38:49.1,192.168.1.122,DDoS detected,1
43:49.1,192.168.1.175,Failed login attempt,0
39:49.1,192.168.1.11,Connection timeout,0
47:49.1,192.168.1.197,Normal operation,0
37:49.1,192.168.1.197,Normal operation,0
26:49.1,192.168.1.175,Connection timeout,0
36:49.1,192.168.1.107,DDoS detected,1
39:49.1,192.168.1.110,High CPU usage,0
09:49.1,192.168.1.97,DDoS detected,1
28:49.1,192.168.1.95,Normal operation,0
21:49.1,192.168.1.235,Failed login attempt,0
01:49.1,192.168.1.172,DDoS detected,1
52:49.1,192.168.1.211,Failed login attempt,0
34:49.1,192.168.1.174,High CPU usage,0
38:49.1,192.168.1.253,DDoS detected,1
10:49.1,192.168.1.96,Normal operation,0
56:49.1,192.168.1.54,Normal operation,0
35:49.1,192.168.1.245,Normal operation,0
27:49.1,192.168.1.74,Normal operation,0
